Tree Number,Plot,Treatment,Large,Alive at year 6,DBH year 0,DBH year 6,Class year 0,Class year 6,Hollows Class 1 year 0,Hollows Class 2 year 0,Hollows Class 3 year 0,Hollows Class 1 year 6,Hollows Class 2 year 6,Hollows Class 3 year 6
302,4,Control,Yes,Yes,32.5,33.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
303,4,Control,Yes,Yes,50.9,50.08,6,6,0.0,0.0,0.0,0.0,0.0,0.0
304,4,Control,Yes,Yes,32.1,33.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
305,4,Control,Yes,Yes,33.9,36.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
306,4,Control,Yes,Yes,35.7,37.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
307,4,Control,Yes,Yes,31.8,32.8,4,4,0.0,0.0,0.0,0.0,0.0,1.0
308,4,Control,Yes,Yes,32.7,34.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
320,4,Control,Yes,Yes,32.2,33.7,4,4,0.0,0.0,0.0,0.0,0.0,0.0
309,4,Control,Yes,Yes,44.2,45.1,5,5,0.0,0.0,0.0,0.0,0.0,0.0
313,4,Control,Yes,Yes,38.2,38.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
311,4,Control,Yes,Yes,42.9,43.9,5,5,0.0,0.0,0.0,0.0,0.0,0.0
314,4,Control,Yes,Yes,44.1,45.5,5,5,0.0,0.0,1.0,0.0,0.0,0.0
315,4,Control,Yes,Yes,34.4,35.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
310,4,Control,Yes,Yes,31.8,32.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
316,4,Control,Yes,Yes,33.6,35.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
317,4,Control,Yes,Yes,35.6,37.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
318,4,Control,Yes,Yes,35.4,36.6,4,4,0.0,0.0,0.0,0.0,0.0,0.0
319,4,Control,Yes,Yes,35.7,36.6,4,4,0.0,0.0,0.0,0.0,0.0,0.0
312,4,Control,Yes,Yes,33.4,34.2,4,4,0.0,0.0,0.0,0.0,0.0,1.0
77,12,T1: Gap,Yes,Yes,63.7,68.5,7,7,1.0,1.0,1.0,1.0,1.0,1.0
61,12,T1: Gap,Yes,Yes,50.3,54.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
62,12,T1: Gap,Yes,Yes,43.3,45.5,5,5,0.0,0.0,0.0,0.0,0.0,0.0
953,12,T1: Gap,Yes,Yes,33.8,36.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
65,12,T1: Gap,Yes,Yes,37.6,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
67,12,T1: Gap,Yes,Yes,32.8,35.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
68,12,T1: Gap,Yes,Yes,36.0,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
69,12,T1: Gap,Yes,Yes,35.0,34.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
70,12,T1: Gap,Yes,Yes,38.85,42.2,4,5,0.0,0.0,0.0,0.0,0.0,0.0
63,12,T1: Gap,Yes,Yes,39.5,40.1,4,5,0.0,0.0,0.0,0.0,0.0,0.0
75,12,T1: Gap,Yes,Yes,38.2,41.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0
76,12,T1: Gap,Yes,Yes,39.5,44.4,4,5,0.0,0.0,0.0,0.0,0.0,0.0
950,12,T1: Gap,Yes,Yes,38.2,40.7,4,5,0.0,0.0,0.0,0.0,0.0,0.0
73,12,T1: Gap,Yes,Yes,36.6,38.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
72,12,T1: Gap,Yes,Yes,31.85,43.7,4,5,0.0,0.0,0.0,0.0,0.0,0.0
71,12,T1: Gap,Yes,Yes,25.5,44.2,3,5,0.0,0.0,0.0,0.0,0.0,0.0
78,12,T1: Gap,Yes,Yes,34.7,36.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
79,12,T1: Gap,Yes,Yes,46.2,50.2,5,6,0.0,0.0,0.0,0.0,0.0,0.0
66,12,T1: Gap,Yes,Yes,49.4,51.9,5,6,0.0,0.0,0.0,0.0,0.0,0.0
946,12,T1: Gap,Yes,Yes,37.6,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
116,12,T1: Gap,No,Yes,27.8,29.8,3,3,,,,,,
117,12,T1: Gap,No,Yes,29.1,30.7,3,4,,,,,,
119,12,T1: Gap,No,Yes,29.5,31.7,3,4,,,,,,
122,12,T1: Gap,No,Yes,20.2,20.8,3,3,,,,,,
123,12,T1: Gap,No,Yes,22.7,23.2,3,3,,,,,,
128,12,T1: Gap,No,Yes,29.1,31.8,3,4,,,,,,
129,12,T1: Gap,No,Yes,23.5,24.9,3,3,,,,,,
130,12,T1: Gap,No,Yes,25.3,28.0,3,3,,,,,,
131,12,T1: Gap,No,Yes,23.3,24.2,3,3,,,,,,
132,12,T1: Gap,No,Yes,24.9,26.5,3,3,,,,,,
118,12,T1: Gap,No,Yes,35.8,39.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
120,12,T1: Gap,No,Yes,41.2,44.5,5,5,0.0,0.0,0.0,0.0,0.0,0.0
121,12,T1: Gap,No,Yes,36.7,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
124,12,T1: Gap,No,Yes,34.0,36.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0
125,12,T1: Gap,No,Yes,33.3,36.7,4,4,0.0,0.0,0.0,0.0,0.0,0.0
126,12,T1: Gap,No,Yes,31.9,34.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
127,12,T1: Gap,No,Yes,33.9,36.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
133,12,T1: Gap,No,Yes,35.0,37.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
134,12,T1: Gap,No,Yes,33.8,37.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
135,12,T1: Gap,No,Yes,35.3,37.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
173,5,T2: Radial,Yes,Yes,38.9,41.7,4,5,,,,,,
986,5,T2: Radial,,Yes,46.2,44.5,5,5,,,,,,
463,5,T2: Radial,No,Yes,28.0,29.1,3,3,,,,0.0,0.0,0.0
464,5,T2: Radial,No,Yes,23.5,24.5,3,3,,,,0.0,0.0,0.0
465,5,T2: Radial,No,Yes,23.7,25.3,3,3,,,,0.0,0.0,0.0
467,5,T2: Radial,No,Yes,29.4,30.2,3,4,,,,0.0,0.0,0.0
471,5,T2: Radial,No,,21.0,,3,,,,,,,
472,5,T2: Radial,No,Yes,26.6,27.5,3,1,,,,0.0,0.0,0.0
474,5,T2: Radial,No,Yes,28.5,30.3,3,4,,,,0.0,0.0,0.0
476,5,T2: Radial,No,Yes,22.0,24.1,3,3,,,,0.0,0.0,0.0
477,5,T2: Radial,No,,23.5,,3,,,,,,,
480,5,T2: Radial,No,Yes,24.3,25.8,3,1,,,,0.0,0.0,0.0
461,5,T2: Radial,No,Yes,31.2,32.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
462,5,T2: Radial,No,Yes,33.5,36.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
466,5,T2: Radial,No,Yes,30.5,31.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
468,5,T2: Radial,No,Yes,33.9,35.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
469,5,T2: Radial,No,Yes,37.4,39.6,4,4,0.0,0.0,0.0,0.0,0.0,0.0
470,5,T2: Radial,No,Yes,30.9,34.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
473,5,T2: Radial,No,Yes,35.9,37.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
475,5,T2: Radial,No,Yes,31.1,35.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
478,5,T2: Radial,No,Yes,31.2,45.4,4,5,0.0,0.0,0.0,0.0,0.0,0.0
479,5,T2: Radial,No,Yes,34.3,34.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
187,5,T2: Radial,Yes,Yes,63.7,63.1,7,7,1.0,0.0,0.0,0.0,0.0,0.0
172,5,T2: Radial,Yes,Yes,39.7,32.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
171,5,T2: Radial,Yes,Yes,34.0,36.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
188,5,T2: Radial,Yes,Yes,32.9,38.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
175,5,T2: Radial,Yes,Yes,40.0,41.7,4,5,0.0,0.0,0.0,0.0,0.0,0.0
174,5,T2: Radial,Yes,Yes,99.3,100.0,,,1.0,1.0,7.0,2.0,1.0,7.0
176,5,T2: Radial,Yes,Yes,81.8,80.7,,,0.0,0.0,4.0,2.0,1.0,4.0
177,5,T2: Radial,Yes,Yes,52.2,52.8,6,6,2.0,4.0,2.0,2.0,5.0,0.0
179,5,T2: Radial,Yes,Yes,51.9,52.7,6,6,7.0,2.0,2.0,1.0,1.0,2.0
180,5,T2: Radial,Yes,Yes,39.2,41.2,4,5,0.0,0.0,0.0,0.0,0.0,0.0
181,5,T2: Radial,Yes,Yes,41.1,44.1,5,5,0.0,0.0,0.0,0.0,0.0,0.0
182,5,T2: Radial,Yes,Yes,42.0,44.1,5,5,0.0,0.0,0.0,0.0,0.0,0.0
989,5,T2: Radial,Yes,Yes,39.8,44.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0
184,5,T2: Radial,Yes,Yes,26.8,43.4,3,5,0.0,0.0,0.0,0.0,0.0,0.0
185,5,T2: Radial,Yes,Yes,24.9,38.9,3,4,0.0,0.0,0.0,0.0,0.0,0.0
186,5,T2: Radial,Yes,Yes,57.3,60.8,6,7,3.0,0.0,1.0,2.0,0.0,2.0
407,9,T2: Radial,No,,24.9,27.0,3,3,0,0,0,0,0,0
408,9,T2: Radial,No,,28.2,29.8,3,3,0,0,0,0,0,0
411,9,T2: Radial,No,,21.3,21.9,3,3,0,0,0,,,
412,9,T2: Radial,No,,20.5,21.0,3,3,,,,0,0,0
413,9,T2: Radial,No,,21.0,22.6,3,3,0,0,0,0,0,0
414,9,T2: Radial,No,,28.1,30.4,3,4,,,,0,0,0
406,9,T2: Radial,No,,27.7,29.8,3,3,0,0,0,0,0,0
417,9,T2: Radial,No,,29.1,31.5,3,4,,,,0,0,0
419,9,T2: Radial,,Yes,26.8,29.2,3,3,,,,,,
420,9,T2: Radial,No,,22.8,24.7,3,3,,,,0,0,0
401,9,T2: Radial,No,,39.5,44.6,4,5,0,0,0,0,0,0
402,9,T2: Radial,No,,33.9,38.5,4,4,0,0,0,0,0,0
403,9,T2: Radial,No,,33.0,35.0,4,4,1,0,0,0,0,0
404,9,T2: Radial,No,,34.1,35.1,4,4,0,0,0,0,0,0
405,9,T2: Radial,No,,31.9,36.9,4,4,0,0,0,0,0,0
409,9,T2: Radial,No,,37.2,41.0,4,5,,,,yes,0,0
410,9,T2: Radial,No,,31.8,,4,,,,,,,
415,9,T2: Radial,No,,33.8,35.5,4,1,,,,0,0,0
416,9,T2: Radial,No,,37.8,40.3,4,5,,,,0,0,0
418,9,T2: Radial,No,,31.9,33.0,4,4,,,,,,
108,9,T2: Radial,Yes,,40.5,,5,,0,0,0,,,
109,9,T2: Radial,Yes,Yes,38.5,41.2,4,1,0,0,0,0,0,0
105,9,T2: Radial,Yes,Yes,43.7,49.9,5,5,0,0,0,0,0,0
106,9,T2: Radial,Yes,Yes,40.1,46.0,5,5,0,0,0,0,0,0
92,9,T2: Radial,Yes,,30.8,,4,,0/0,0/0,0/0,,,
91,9,T2: Radial,Yes,Yes,40.7,45.5,5,1,0/0,0/0,0/0,0,0,0
95,9,T2: Radial,Yes,Yes,41.2,48.5,5,5,0,0,0,0,0,0
94,9,T2: Radial,Yes,Yes,32.6,38.1,4,4,1,0,0,0,0,0
93,9,T2: Radial,Yes,Yes,39.5,44.3,4,5,0/0,0/0,0/0,0,0,0
96,9,T2: Radial,Yes,Yes,39.2,43.2,4,5,0,0,0,0,0,0
104,9,T2: Radial,Yes,Yes,50.5,55.8,6,6,0,0,0,0,0,0
103,9,T2: Radial,Yes,Yes,40.5,45.8,5,5,0,0,0,0,0,0
99,9,T2: Radial,Yes,,42.5,,5,,0,0,0,,,
98,9,T2: Radial,Yes,Yes,40.3,45.4,5,1,0,0,0,0,0,0
100,9,T2: Radial,Yes,Yes,42.2,49.6,5,5,0,0,0,0,0,0
97,9,T2: Radial,Yes,Yes,43.1,49.3,5,5,0,0,0,0,0,0
101,9,T2: Radial,Yes,Yes,39.1,44.6,4,5,0,0,0,0,0,0
102,9,T2: Radial,Yes,Yes,46.1,51.9,5,6,0,0,0,0,0,0
107,9,T2: Radial,Yes,,33.0,,4,,0,0,0,,,
225,2,Control,Yes,Yes,36.60563691113593,52.0,4,6,0.0,0.0,0.0,0.0,,
226,2,Control,Yes,Yes,35.96901713876835,36.6,4,4,0.0,0.0,0.0,0.0,,
228,2,Control,Yes,Yes,42.01690497626037,43.7,5,5,0.0,0.0,0.0,0.0,,
227,2,Control,Yes,Yes,42.97183463481174,41.6,5,5,0.0,0.0,0.0,0.0,,
229,2,Control,Yes,Yes,38.515496228238675,43.3,4,5,0.0,0.0,0.0,0.0,,
232,2,Control,Yes,Yes,40.42535554534142,41.7,5,5,0.0,0.0,0.0,0.0,,
233,2,Control,Yes,Yes,39.470425886790046,37.8,4,4,1.0,0.0,0.0,0.0,,
235,2,Control,Yes,Yes,49.01972247230376,51.0,5,6,0.0,0.0,0.0,0.0,,
236,2,Control,Yes,Yes,42.65352474862795,43.2,5,5,0.0,0.0,0.0,0.0,,
237,2,Control,Yes,Yes,44.245074179546904,46.0,5,5,0.0,0.0,0.0,0.0,,
224,2,Control,Yes,Yes,38.515496228238675,40.2,4,5,0.0,0.0,0.0,0.0,,
222,2,Control,Yes,Yes,40.42535554534142,42.4,5,5,0.0,0.0,0.0,0.0,,
223,2,Control,Yes,Yes,40.10704565915763,39.9,5,4,1.0,0.0,0.0,0.0,,
239,2,Control,Yes,Yes,36.92394679731972,36.4,4,4,0.0,0.0,0.0,0.0,,
238,2,Control,Yes,Yes,38.515496228238675,39.2,4,4,0.0,0.0,0.0,0.0,,
221,2,Control,Yes,Yes,37.24225668350351,38.9,4,4,0.0,0.0,0.0,0.0,,
231,2,Control,Yes,Yes,42.01690497626037,39.9,5,4,0.0,0.0,0.0,0.0,,
234,2,Control,Yes,Yes,37.5605665696873,39.2,4,4,0.0,0.0,0.0,0.0,,
240,2,Control,Yes,Yes,36.92394679731972,38.3,4,4,0.0,0.0,0.0,,,
230,2,Control,Yes,Yes,34.0591578216656,34.1,4,4,0.0,0.0,0.0,0.0,,
521,2,Control,No,Yes,25.3,26.6,3,3,,,,0.0,,
523,2,Control,No,Yes,22.5,23.7,3,3,,,,0.0,,
524,2,Control,No,Yes,23.5,25.0,3,3,,,,0.0,,
526,2,Control,No,Yes,21.5,21.8,3,3,,,,0.0,,
528,2,Control,No,Yes,24.0,24.5,3,3,,,,0.0,,
531,2,Control,No,Yes,28.1,28.6,3,3,,,,0.0,,
532,2,Control,No,Yes,24.3,24.8,3,3,,,,0.0,,
533,2,Control,No,Yes,29.5,30.0,3,3,,,,0.0,,
534,2,Control,No,Yes,27.0,27.8,3,3,,,,0.0,,
537,2,Control,No,Yes,25.5,26.2,3,3,,,,0.0,,
522,2,Control,No,Yes,34.3,35.7,4,4,0.0,0.0,0.0,0.0,,
525,2,Control,No,Yes,33.6,35.3,4,4,0.0,0.0,0.0,0.0,,
527,2,Control,No,Yes,32.2,33.7,4,4,0.0,0.0,0.0,0.0,,
529,2,Control,No,Yes,32.1,32.6,4,4,0.0,0.0,1.0,0.0,,
530,2,Control,No,Yes,31.8,32.6,4,4,0.0,0.0,0.0,0.0,,
535,2,Control,No,Yes,30.7,32.3,4,4,0.0,0.0,0.0,0.0,,
536,2,Control,No,Yes,33.3,34.1,4,4,0.0,0.0,0.0,0.0,,
538,2,Control,No,Yes,31.0,31.4,4,4,0.0,0.0,0.0,0.0,,
539,2,Control,No,Yes,30.9,31.2,4,4,0.0,0.0,0.0,0.0,,
540,2,Control,No,Yes,33.2,34.5,4,4,0.0,0.0,0.0,0.0,,
251,3,T2: Radial,Yes,Yes,42.3,45.6,5,5,0.0,0.0,0.0,0.0,0.0,0.0
252,3,T2: Radial,Yes,Yes,41.4,47.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0
254,3,T2: Radial,Yes,Yes,37.3,42.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0
242,3,T2: Radial,Yes,,36.0,41.9,4,5,0.0,0.0,0.0,,,
243,3,T2: Radial,Yes,Yes,38.2,41.8,4,5,0.0,0.0,1.0,,,
258,3,T2: Radial,Yes,Yes,35.0,37.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
256,3,T2: Radial,Yes,Yes,38.2,45.3,4,5,0.0,0.0,0.0,0.0,0.0,0.0
250,3,T2: Radial,Yes,,31.9,,4,,0.0,0.0,0.0,,,
264,3,T2: Radial,Yes,Yes,46.8,48.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0
263,3,T2: Radial,Yes,Yes,38.2,43.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0
262,3,T2: Radial,Yes,Yes,48.1,49.1,5,5,0.0,0.0,0.0,0.0,0.0,0.0
261,3,T2: Radial,Yes,Yes,37.3,38.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
260,3,T2: Radial,Yes,Yes,36.6,39.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
265,3,T2: Radial,Yes,Yes,36.3,40.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
259,3,T2: Radial,Yes,Yes,34.7,38.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
266,3,T2: Radial,Yes,Yes,28.7,33.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0
267,3,T2: Radial,Yes,Yes,29.3,33.5,3,4,0.0,0.0,0.0,0.0,0.0,0.0
268,3,T2: Radial,Yes,Yes,35.0,38.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
541,3,T2: Radial,,Yes,25.1,26.7,3,3,,,,0.0,0.0,0.0
542,3,T2: Radial,,Yes,24.8,28.5,3,3,,,,0.0,0.0,0.0
544,3,T2: Radial,,Yes,29.9,31.6,3,4,,,,0.0,0.0,0.0
546,3,T2: Radial,,Yes,23.3,24.5,3,3,,,,0.0,0.0,0.0
547,3,T2: Radial,,Yes,29.8,32.0,3,4,,,,0.0,0.0,0.0
548,3,T2: Radial,,Yes,24.8,27.0,3,3,,,,0.0,0.0,0.0
549,3,T2: Radial,,Yes,27.3,27.3,3,3,,,,0.0,0.0,0.0
550,3,T2: Radial,,Yes,22.3,23.4,3,3,,,,0.0,0.0,0.0
552,3,T2: Radial,,Yes,27.0,29.2,3,3,,,,0.0,0.0,0.0
551,3,T2: Radial,,Yes,25.1,28.0,3,3,,,,0.0,0.0,0.0
543,3,T2: Radial,,Yes,31.1,35.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
545,3,T2: Radial,,Yes,32.5,35.3,4,4,0.0,0.0,0.0,0.0,0.0,0.0
554,3,T2: Radial,,Yes,31.0,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
555,3,T2: Radial,,Yes,34.3,36.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
556,3,T2: Radial,,Yes,35.3,37.4,4,4,0.0,0.0,0.0,1.0,0.0,0.0
557,3,T2: Radial,,Yes,30.0,33.5,3,4,0.0,0.0,0.0,0.0,0.0,0.0
558,3,T2: Radial,,Yes,40.0,43.7,4,5,0.0,0.0,0.0,0.0,0.0,0.0
559,3,T2: Radial,,Yes,36.0,38.3,4,4,,,,0.0,0.0,0.0
560,3,T2: Radial,,Yes,30.2,32.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
561,3,T2: Radial,,Yes,30.6,33.0,4,4,0.0,0.0,0.0,,,
21,1,T1: Gap,Yes,Yes,39.8,42.4,4,5,0,0.0,0.0,0,,
22,1,T1: Gap,Yes,Yes,40.2,43.0,5,5,0,0.0,0.0,0,,
23,1,T1: Gap,Yes,Yes,45.2,48.4,5,5,0,0.0,0.0,0,,
24,1,T1: Gap,Yes,Yes,38.0,39.1,4,4,0,0.0,1.0,Yes,,
25,1,T1: Gap,Yes,Yes,43.0,45.2,5,5,0,0.0,0.0,0,,
26,1,T1: Gap,Yes,Yes,44.0,46.6,5,5,0,0.0,0.0,0,,
27,1,T1: Gap,Yes,Yes,43.5,43.8,5,5,0,1.0,1.0,0,,
28,1,T1: Gap,Yes,Yes,35.1,37.0,4,4,0,0.0,0.0,0,,
29,1,T1: Gap,Yes,Yes,38.0,38.0,4,4,0,0.0,0.0,Yes,,
30,1,T1: Gap,Yes,Yes,49.5,50.5,5,6,1,0.0,0.0,0,,
31,1,T1: Gap,Yes,Yes,38.2,41.0,4,5,0,0.0,0.0,0,,
32,1,T1: Gap,Yes,Yes,43.7,44.4,5,5,0,0.0,0.0,0,,
33,1,T1: Gap,Yes,Yes,62.0,63.5,7,7,0,0.0,0.0,0,,
34,1,T1: Gap,Yes,Yes,54.0,60.2,6,7,1,0.0,0.0,0,,
35,1,T1: Gap,Yes,Yes,44.8,49.0,5,5,0,0.0,0.0,0,,
