Tree Number,Plot,Treatment,Large,Alive at year 6,DBH year 0,DBH year 6,Class year 0,Class year 6,Hollows Class 1 year 0,Hollows Class 2 year 0,Hollows Class 3 year 0,Hollows Class 1 year 6,Hollows Class 2 year 6,Hollows Class 3 year 6
21,1,T1: Gap,Yes,Yes,39.8,42.4,,,0,0.0,0.0,0,,
22,1,T1: Gap,Yes,Yes,40.2,43.0,,,0,0.0,0.0,0,,
23,1,T1: Gap,Yes,Yes,45.2,48.4,,,0,0.0,0.0,0,,
24,1,T1: Gap,Yes,Yes,38.0,39.1,,,0,0.0,1.0,Yes,,
25,1,T1: Gap,Yes,Yes,43.0,45.2,,,0,0.0,0.0,0,,
26,1,T1: Gap,Yes,Yes,44.0,46.6,,,0,0.0,0.0,0,,
27,1,T1: Gap,Yes,Yes,43.5,43.8,,,0,1.0,1.0,0,,
28,1,T1: Gap,Yes,Yes,35.1,37.0,,,0,0.0,0.0,0,,
29,1,T1: Gap,Yes,Yes,38.0,38.0,,,0,0.0,0.0,Yes,,
30,1,T1: Gap,Yes,Yes,49.5,50.5,,,1,0.0,0.0,0,,
31,1,T1: Gap,Yes,Yes,38.2,41.0,,,0,0.0,0.0,0,,
32,1,T1: Gap,Yes,Yes,43.7,44.4,,,0,0.0,0.0,0,,
33,1,T1: Gap,Yes,Yes,62.0,63.5,,,0,0.0,0.0,0,,
34,1,T1: Gap,Yes,Yes,54.0,60.2,,,1,0.0,0.0,0,,
35,1,T1: Gap,Yes,Yes,44.8,49.0,,,0,0.0,0.0,0,,
36,1,T1: Gap,Yes,Yes,41.5,40.5,,,0,0.0,1.0,0,,
37,1,T1: Gap,Yes,Yes,38.3,41.1,,,0,0.0,0.0,0,,
38,1,T1: Gap,Yes,Yes,38.0,38.2,,,0,0.0,0.0,0,,
39,1,T1: Gap,Yes,Yes,38.5,41.3,,,0,0.0,0.0,0,,
40,1,T1: Gap,Yes,Yes,40.2,41.8,,,0,0.0,0.0,0,,
501,1,T1: Gap,No,Yes,26.5,30.6,,,,,,0,,
502,1,T1: Gap,No,Yes,27.9,28.9,,,,,,0,,
503,1,T1: Gap,No,Yes,22.0,24.0,,,,,,0,,
504,1,T1: Gap,No,Yes,28.3,31.1,,,,,,0,,
508,1,T1: Gap,No,Yes,27.1,28.3,,,,,,0,,
509,1,T1: Gap,No,Yes,21.5,21.8,,,,,,0,,
513,1,T1: Gap,No,Yes,26.0,26.5,,,,,,0,,
514,1,T1: Gap,No,Yes,27.5,28.2,,,,,,0,,
515,1,T1: Gap,No,Yes,28.8,29.3,,,,,,0,,
519,1,T1: Gap,No,Yes,24.2,24.6,,,,,,0,,
505,1,T1: Gap,No,Yes,30.5,33.0,,,0,0.0,0.0,0,,
506,1,T1: Gap,No,Yes,32.1,33.6,,,0,0.0,0.0,0,,
507,1,T1: Gap,No,Yes,33.0,34.2,,,0,0.0,0.0,0,,
510,1,T1: Gap,No,Yes,31.4,33.4,,,0,0.0,0.0,0,,
511,1,T1: Gap,No,Yes,34.8,36.6,,,0,0.0,0.0,0,,
512,1,T1: Gap,No,Yes,33.7,35.5,,,0,0.0,0.0,0,,
516,1,T1: Gap,No,Yes,31.6,32.3,,,0,1.0,0.0,Yes ,,
517,1,T1: Gap,No,Yes,37.2,39.2,,,0,0.0,0.0,0,,
518,1,T1: Gap,No,Yes,33.5,35.2,,,0,0.0,0.0,0,,
520,1,T1: Gap,No,Yes,33.7,34.4,,,0,0.0,0.0,0,,
