Tree Number,Plot,Treatment,Large,Alive at year 6,DBH year 0,DBH year 6,Class year 0,Class year 6,Hollows Class 1 year 0,Hollows Class 2 year 0,Hollows Class 3 year 0,Hollows Class 1 year 6,Hollows Class 2 year 6,Hollows Class 3 year 6
77,12,T1: Gap,Yes,Yes,63.7,68.5,7,7,1.0,1.0,1.0,1.0,1.0,1.0
61,12,T1: Gap,Yes,Yes,50.3,54.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
62,12,T1: Gap,Yes,Yes,43.3,45.5,5,5,0.0,0.0,0.0,0.0,0.0,0.0
953,12,T1: Gap,Yes,Yes,33.8,36.9,4,4,0.0,0.0,0.0,0.0,0.0,0.0
65,12,T1: Gap,Yes,Yes,37.6,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
67,12,T1: Gap,Yes,Yes,32.8,35.4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
68,12,T1: Gap,Yes,Yes,36.0,34.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
69,12,T1: Gap,Yes,Yes,35.0,34.8,4,4,0.0,0.0,0.0,0.0,0.0,0.0
70,12,T1: Gap,Yes,Yes,38.85,42.2,4,5,0.0,0.0,0.0,0.0,0.0,0.0
63,12,T1: Gap,Yes,Yes,39.5,40.1,4,5,0.0,0.0,0.0,0.0,0.0,0.0
75,12,T1: Gap,Yes,Yes,38.2,41.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0
76,12,T1: Gap,Yes,Yes,39.5,44.4,4,5,0.0,0.0,0.0,0.0,0.0,0.0
950,12,T1: Gap,Yes,Yes,38.2,40.7,4,5,0.0,0.0,0.0,0.0,0.0,0.0
73,12,T1: Gap,Yes,Yes,36.6,38.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
72,12,T1: Gap,Yes,Yes,31.85,43.7,4,5,0.0,0.0,0.0,0.0,0.0,0.0
71,12,T1: Gap,Yes,Yes,25.5,44.2,3,5,0.0,0.0,0.0,0.0,0.0,0.0
78,12,T1: Gap,Yes,Yes,34.7,36.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
79,12,T1: Gap,Yes,Yes,46.2,50.2,5,6,0.0,0.0,0.0,0.0,0.0,0.0
66,12,T1: Gap,Yes,Yes,49.4,51.9,5,6,0.0,0.0,0.0,0.0,0.0,0.0
946,12,T1: Gap,Yes,Yes,37.6,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
116,12,T1: Gap,No,Yes,27.8,29.8,3,3,,,,,,
117,12,T1: Gap,No,Yes,29.1,30.7,3,4,,,,,,
119,12,T1: Gap,No,Yes,29.5,31.7,3,4,,,,,,
122,12,T1: Gap,No,Yes,20.2,20.8,3,3,,,,,,
123,12,T1: Gap,No,Yes,22.7,23.2,3,3,,,,,,
128,12,T1: Gap,No,Yes,29.1,31.8,3,4,,,,,,
129,12,T1: Gap,No,Yes,23.5,24.9,3,3,,,,,,
130,12,T1: Gap,No,Yes,25.3,28.0,3,3,,,,,,
131,12,T1: Gap,No,Yes,23.3,24.2,3,3,,,,,,
132,12,T1: Gap,No,Yes,24.9,26.5,3,3,,,,,,
118,12,T1: Gap,No,Yes,35.8,39.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
120,12,T1: Gap,No,Yes,41.2,44.5,5,5,0.0,0.0,0.0,0.0,0.0,0.0
121,12,T1: Gap,No,Yes,36.7,39.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
124,12,T1: Gap,No,Yes,34.0,36.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0
125,12,T1: Gap,No,Yes,33.3,36.7,4,4,0.0,0.0,0.0,0.0,0.0,0.0
126,12,T1: Gap,No,Yes,31.9,34.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
127,12,T1: Gap,No,Yes,33.9,36.1,4,4,0.0,0.0,0.0,0.0,0.0,0.0
133,12,T1: Gap,No,Yes,35.0,37.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
134,12,T1: Gap,No,Yes,33.8,37.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
135,12,T1: Gap,No,Yes,35.3,37.5,4,4,0.0,0.0,0.0,0.0,0.0,0.0
